Date,Province,New Cases,New Deaths,Total Cases,Total Deaths,Total Recovered
3/1/2020,DKI Jakarta,2,0,39,20,75
3/2/2020,DKI Jakarta,2,0,41,20,75
3/2/2020,Riau,1,0,1,0,1
3/3/2020,DKI Jakarta,2,0,43,20,75
3/3/2020,Jawa Barat,1,1,1,1,60
3/3/2020,Riau,0,0,1,0,1
3/4/2020,DKI Jakarta,2,0,45,20,75
3/4/2020,Jawa Barat,1,0,2,1,60
3/4/2020,Riau,0,0,1,0,1
3/5/2020,DKI Jakarta,0,1,45,21,75
3/5/2020,Jawa Barat,1,0,3,1,60
3/5/2020,Riau,0,0,1,0,1
3/6/2020,Banten,1,0,1,5,111
3/6/2020,DKI Jakarta,0,0,45,21,75
3/6/2020,Jawa Barat,1,0,4,1,60
3/6/2020,Riau,0,0,1,0,1
3/7/2020,Banten,0,0,1,5,111
3/7/2020,DKI Jakarta,0,2,45,23,75
3/7/2020,Jawa Barat,0,0,4,1,60
3/7/2020,Riau,0,0,1,0,1
3/8/2020,Banten,1,0,2,5,114
3/8/2020,DKI Jakarta,0,0,45,23,75
3/8/2020,Jawa Barat,0,0,4,1,60
3/8/2020,Jawa Tengah,1,1,1,10,11
3/8/2020,Riau,0,0,1,0,1
3/9/2020,Banten,0,0,2,5,114
3/9/2020,DKI Jakarta,0,1,45,24,75
3/9/2020,Jawa Barat,0,0,4,1,60
3/9/2020,Jawa Tengah,0,0,1,10,11
3/9/2020,Riau,0,0,1,0,1
3/10/2020,Banten,0,0,2,5,122
3/10/2020,DKI Jakarta,0,0,45,24,75
3/10/2020,Jawa Barat,0,0,4,1,60
3/10/2020,Jawa Tengah,0,0,1,10,11
3/10/2020,Riau,0,0,1,0,1
3/10/2020,Sulawesi Tenggara,1,0,1,0,0
3/11/2020,Bali,1,1,1,1,3
3/11/2020,Banten,0,0,2,5,130
3/11/2020,DKI Jakarta,0,0,45,24,75
3/11/2020,Jawa Barat,0,1,4,2,60
3/11/2020,Jawa Tengah,2,1,3,11,12
3/11/2020,Riau,0,0,1,0,1
3/11/2020,Sulawesi Tenggara,0,0,1,0,0
3/12/2020,Bali,0,0,1,1,3
3/12/2020,Banten,0,1,2,6,132
3/12/2020,DKI Jakarta,2,1,47,25,79
3/12/2020,Jawa Barat,1,0,5,2,60
3/12/2020,Jawa Tengah,0,0,3,11,12
3/12/2020,Riau,0,0,1,0,1
3/12/2020,Sulawesi Tenggara,0,0,1,0,0
3/13/2020,Bali,0,0,1,1,3
3/13/2020,Banten,1,1,3,7,132
3/13/2020,DKI Jakarta,4,1,51,26,82
3/13/2020,Jawa Barat,4,0,9,2,61
3/13/2020,Jawa Tengah,0,0,3,11,12
3/13/2020,Riau,0,0,1,0,1
3/13/2020,Sulawesi Tenggara,0,0,1,0,0
3/14/2020,Bali,0,0,1,1,3
3/14/2020,Banten,1,0,4,7,134
3/14/2020,DKI Jakarta,2,1,53,27,83
3/14/2020,Jawa Barat,0,0,9,2,61
3/14/2020,Jawa Tengah,2,0,5,11,13
3/14/2020,Kalimantan Timur,3,0,3,0,3
3/14/2020,Riau,0,0,1,0,1
3/14/2020,Sulawesi Tenggara,0,0,1,0,0
3/15/2020,Bali,0,0,1,1,3
3/15/2020,Banten,1,0,5,7,139
3/15/2020,DKI Jakarta,8,3,61,30,83
3/15/2020,Jawa Barat,0,0,9,2,63
3/15/2020,Jawa Tengah,1,0,6,11,14
3/15/2020,Kalimantan Timur,2,0,5,0,3
3/15/2020,Riau,0,0,1,0,1
3/15/2020,Sulawesi Tenggara,0,0,1,0,0
3/16/2020,Bali,0,0,1,1,3
3/16/2020,Banten,1,0,6,7,143
3/16/2020,DKI Jakarta,2,3,63,33,83
3/16/2020,Daerah Istimewa Yogyakarta,1,0,1,0,2
3/16/2020,Jawa Barat,0,0,9,2,65
3/16/2020,Jawa Tengah,1,0,7,11,14
3/16/2020,Kalimantan Timur,1,0,6,0,3
3/16/2020,Riau,0,0,1,0,1
3/16/2020,Sulawesi Tenggara,2,0,3,0,0
3/17/2020,Bali,0,0,1,1,3
3/17/2020,Banten,0,1,6,8,146
3/17/2020,DKI Jakarta,2,1,65,34,83
3/17/2020,Daerah Istimewa Yogyakarta,0,0,1,0,2
3/17/2020,Jawa Barat,11,0,20,2,65
3/17/2020,Jawa Tengah,1,0,8,11,15
3/17/2020,Kalimantan Timur,1,0,7,0,3
3/17/2020,Riau,0,0,1,0,1
3/17/2020,Sulawesi Tenggara,0,0,3,0,0
3/17/2020,Sumatera Utara,1,1,1,1,10
3/18/2020,Bali,0,0,1,1,3
3/18/2020,Banten,0,1,6,9,147
3/18/2020,DKI Jakarta,1,1,66,35,83
3/18/2020,Daerah Istimewa Yogyakarta,0,0,1,0,2
3/18/2020,Jawa Barat,4,1,24,3,67
3/18/2020,Jawa Tengah,3,1,11,12,15
3/18/2020,Jawa Timur,7,1,18,33,337
3/18/2020,Kalimantan Timur,0,0,7,0,3
3/18/2020,Riau,0,0,1,0,1
3/18/2020,Sulawesi Tenggara,0,0,3,0,0
3/18/2020,Sumatera Utara,0,0,1,1,10
3/19/2020,Bali,1,1,2,2,3
3/19/2020,Banten,0,1,6,10,150
3/19/2020,DKI Jakarta,2,0,68,35,84
3/19/2020,Daerah Istimewa Yogyakarta,0,0,1,0,2
3/19/2020,Jawa Barat,5,1,29,4,68
3/19/2020,Jawa Tengah,2,0,13,12,15
3/19/2020,Jawa Timur,3,0,21,33,337
3/19/2020,Kalimantan Timur,0,0,7,0,3
3/19/2020,Kepulauan Riau,1,1,1,1,0
3/19/2020,Riau,0,0,1,0,1
3/19/2020,Sulawesi Selatan,2,0,2,0,5
3/19/2020,Sulawesi Tenggara,0,0,3,0,0
3/19/2020,Sumatera Utara,0,0,1,1,10
3/20/2020,Bali,0,0,2,2,3
3/20/2020,Banten,0,3,6,13,153
3/20/2020,DKI Jakarta,5,3,73,38,85
3/20/2020,Daerah Istimewa Yogyakarta,1,0,2,0,3
3/20/2020,Jambi,1,0,1,0,4
3/20/2020,Jawa Barat,16,4,45,8,68
3/20/2020,Jawa Tengah,4,0,17,12,16
3/20/2020,Jawa Timur,9,0,30,33,337
3/20/2020,Kalimantan Timur,0,0,7,0,3
3/20/2020,Kepulauan Riau,0,0,1,1,0
3/20/2020,Riau,0,0,1,0,1
3/20/2020,Sulawesi Selatan,0,0,2,0,5
3/20/2020,Sulawesi Tenggara,0,0,3,0,0
3/20/2020,Sumatera Utara,0,0,1,1,10
3/21/2020,Bali,0,0,2,2,3
3/21/2020,Banten,0,0,6,13,155
3/21/2020,DKI Jakarta,8,3,81,41,91
3/21/2020,Daerah Istimewa Yogyakarta,0,0,2,0,3
3/21/2020,Jambi,0,0,1,0,4
3/21/2020,Jawa Barat,5,0,50,8,68
3/21/2020,Jawa Tengah,1,1,18,13,16
3/21/2020,Jawa Timur,9,1,39,34,337
3/21/2020,Kalimantan Timur,0,0,7,0,3
3/21/2020,Kepulauan Riau,0,0,1,1,0
3/21/2020,Riau,0,0,1,0,1
3/21/2020,Sulawesi Selatan,0,0,2,0,5
3/21/2020,Sulawesi Tenggara,0,0,3,0,0
3/21/2020,Sumatera Utara,0,0,1,1,10
3/22/2020,Bali,0,0,2,2,3
3/22/2020,Banten,0,2,6,15,155
3/22/2020,DKI Jakarta,2,0,83,41,94
3/22/2020,Daerah Istimewa Yogyakarta,0,0,2,0,3
3/22/2020,Jambi,0,0,1,0,4
3/22/2020,Jawa Barat,3,3,53,11,69
3/22/2020,Jawa Tengah,1,0,19,13,17
3/22/2020,Jawa Timur,14,0,53,34,337
3/22/2020,Kalimantan Timur,0,0,7,0,3
3/22/2020,Kepulauan Riau,0,0,1,1,0
3/22/2020,Maluku,1,0,1,1,1
3/22/2020,Papua,2,0,2,1,2
3/22/2020,Riau,0,0,1,0,1
3/22/2020,Sulawesi Selatan,0,0,2,0,5
3/22/2020,Sulawesi Tenggara,0,0,3,0,0
3/22/2020,Sumatera Utara,0,0,1,1,10
3/23/2020,Bali,0,0,2,2,3
3/23/2020,Banten,0,2,6,17,158
3/23/2020,DKI Jakarta,0,0,83,41,94
3/23/2020,Daerah Istimewa Yogyakarta,0,1,2,1,3
3/23/2020,Jambi,0,0,1,0,4
3/23/2020,Jawa Barat,6,4,59,15,69
3/23/2020,Jawa Tengah,3,0,22,13,17
3/23/2020,Jawa Timur,2,1,55,35,337
3/23/2020,Kalimantan Timur,1,0,8,0,3
3/23/2020,Kepulauan Riau,0,0,1,1,0
3/23/2020,Maluku,0,0,1,1,1
3/23/2020,Maluku Utara,1,0,1,0,0
3/23/2020,Papua,0,0,2,1,2
3/23/2020,Riau,0,0,1,0,1
3/23/2020,Sulawesi Selatan,0,1,2,1,5
3/23/2020,Sulawesi Tenggara,0,0,3,0,0
3/23/2020,Sumatera Selatan,1,2,1,2,1
3/23/2020,Sumatera Utara,0,0,1,1,10
3/24/2020,Bali,0,0,2,2,3
3/24/2020,Banten,0,1,6,18,161
3/24/2020,DKI Jakarta,16,19,99,60,97
3/24/2020,Daerah Istimewa Yogyakarta,0,0,2,1,3
3/24/2020,Jambi,0,0,1,0,4
3/24/2020,Jawa Barat,2,2,61,17,71
3/24/2020,Jawa Tengah,3,1,25,14,18
3/24/2020,Jawa Timur,3,1,58,36,337
3/24/2020,Kalimantan Timur,0,0,8,0,3
3/24/2020,Kepulauan Riau,0,0,1,1,0
3/24/2020,Maluku,0,0,1,1,1
3/24/2020,Maluku Utara,0,0,1,0,0
3/24/2020,Papua,0,0,2,1,2
3/24/2020,Riau,0,0,1,0,1
3/24/2020,Sulawesi Selatan,2,0,4,1,5
3/24/2020,Sulawesi Tenggara,0,0,3,0,0
3/24/2020,Sumatera Selatan,0,0,1,2,1
3/24/2020,Sumatera Utara,0,0,1,1,10
3/25/2020,Bali,0,0,2,2,3
3/25/2020,Banten,0,1,6,19,164
3/25/2020,DKI Jakarta,1,1,100,61,97
3/25/2020,Daerah Istimewa Yogyakarta,1,1,3,2,3
3/25/2020,Jambi,0,0,1,0,4
3/25/2020,Jawa Barat,5,0,66,17,72
3/25/2020,Jawa Tengah,23,1,48,15,19
3/25/2020,Jawa Timur,9,0,67,36,338
3/25/2020,Kalimantan Timur,0,0,8,0,3
3/25/2020,Kepulauan Riau,0,0,1,1,0
3/25/2020,Maluku,0,0,1,1,1
3/25/2020,Maluku Utara,0,0,1,0,0
3/25/2020,Papua,0,0,2,1,2
3/25/2020,Riau,0,0,1,0,1
3/25/2020,Sulawesi Selatan,9,0,13,1,5
3/25/2020,Sulawesi Tenggara,0,0,3,0,0
3/25/2020,Sumatera Selatan,0,0,1,2,1
3/25/2020,Sumatera Utara,0,0,1,1,10
3/26/2020,Aceh,1,0,1,0,1
3/26/2020,Bali,0,0,2,2,3
3/26/2020,Banten,0,0,6,19,168
3/26/2020,DKI Jakarta,57,2,157,63,97
3/26/2020,Daerah Istimewa Yogyakarta,0,0,3,2,3
3/26/2020,Jambi,0,0,1,0,4
3/26/2020,Jawa Barat,5,1,71,18,72
3/26/2020,Jawa Tengah,4,0,52,15,20
3/26/2020,Jawa Timur,13,1,80,37,338
3/26/2020,Kalimantan Tengah,2,0,2,2,39
3/26/2020,Kalimantan Timur,0,0,8,0,3
3/26/2020,Kepulauan Riau,0,0,1,1,0
3/26/2020,Lampung,2,0,2,0,0
3/26/2020,Maluku,0,0,1,1,1
3/26/2020,Maluku Utara,0,0,1,0,0
3/26/2020,Papua,4,0,6,1,2
3/26/2020,Riau,0,0,1,0,1
3/26/2020,Sulawesi Selatan,14,0,27,1,5
3/26/2020,Sulawesi Tengah,1,0,1,0,0
3/26/2020,Sulawesi Tenggara,0,0,3,0,0
3/26/2020,Sulawesi Utara,1,0,1,1,5
3/26/2020,Sumatera Barat,3,0,3,0,1
3/26/2020,Sumatera Selatan,0,0,1,2,1
3/26/2020,Sumatera Utara,0,0,1,1,10
3/27/2020,Aceh,3,0,4,0,1
3/27/2020,Bali,0,0,2,2,3
3/27/2020,Banten,25,2,31,21,171
3/27/2020,DKI Jakarta,74,7,231,70,103
3/27/2020,Daerah Istimewa Yogyakarta,1,0,4,2,3
3/27/2020,Jambi,0,0,1,0,4
3/27/2020,Jawa Barat,16,3,87,21,73
3/27/2020,Jawa Tengah,8,1,60,16,21
3/27/2020,Jawa Timur,3,1,83,38,338
3/27/2020,Kalimantan Tengah,0,0,2,2,39
3/27/2020,Kalimantan Timur,0,0,8,0,3
3/27/2020,Kepulauan Riau,0,0,1,1,0
3/27/2020,Lampung,1,0,3,0,0
3/27/2020,Maluku,0,0,1,1,1
3/27/2020,Maluku Utara,0,0,1,0,0
3/27/2020,Papua,0,0,6,1,2
3/27/2020,Papua Barat,2,0,2,1,1
3/27/2020,Riau,0,0,1,0,1
3/27/2020,Sulawesi Selatan,2,0,29,1,5
3/27/2020,Sulawesi Tengah,0,0,1,0,0
3/27/2020,Sulawesi Tenggara,0,0,3,0,0
3/27/2020,Sulawesi Utara,0,0,1,1,5
3/27/2020,Sumatera Barat,2,0,5,0,1
3/27/2020,Sumatera Selatan,0,0,1,2,1
3/27/2020,Sumatera Utara,0,1,1,2,10
3/28/2020,Aceh,1,0,5,0,1
3/28/2020,Bali,0,0,2,2,3
3/28/2020,Banten,10,2,41,23,178
3/28/2020,DKI Jakarta,48,9,279,79,112
3/28/2020,Daerah Istimewa Yogyakarta,0,0,4,2,3
3/28/2020,Jambi,0,0,1,0,4
3/28/2020,Jawa Barat,19,3,106,24,74
3/28/2020,Jawa Tengah,15,2,75,18,23
3/28/2020,Jawa Timur,14,2,97,40,340
3/28/2020,Kalimantan Tengah,1,0,3,2,39
3/28/2020,Kalimantan Timur,5,0,13,0,3
3/28/2020,Kalimantan Utara,2,0,2,0,0
3/28/2020,Kepulauan Riau,1,0,2,1,2
3/28/2020,Lampung,0,0,3,0,0
3/28/2020,Maluku,0,0,1,1,1
3/28/2020,Maluku Utara,0,0,1,0,0
3/28/2020,Papua,0,0,6,1,2
3/28/2020,Papua Barat,0,0,2,1,1
3/28/2020,Riau,0,0,1,0,1
3/28/2020,Sulawesi Barat,1,0,1,0,0
3/28/2020,Sulawesi Selatan,3,0,32,1,5
3/28/2020,Sulawesi Tengah,1,0,2,0,0
3/28/2020,Sulawesi Tenggara,0,0,3,0,0
3/28/2020,Sulawesi Utara,0,0,1,1,5
3/28/2020,Sumatera Barat,0,0,5,0,1
3/28/2020,Sumatera Selatan,1,0,2,2,1
3/28/2020,Sumatera Utara,0,0,1,2,10
3/29/2020,Aceh,0,0,5,0,1
3/29/2020,Bali,1,0,3,2,3
3/29/2020,Banten,2,2,43,25,180
3/29/2020,DKI Jakarta,52,10,331,89,112
3/29/2020,Daerah Istimewa Yogyakarta,0,0,4,2,3
3/29/2020,Jambi,0,0,1,0,4
3/29/2020,Jawa Barat,27,3,133,27,77
3/29/2020,Jawa Tengah,11,3,86,21,23
3/29/2020,Jawa Timur,12,1,109,41,368
3/29/2020,Kalimantan Barat,7,0,7,2,3
3/29/2020,Kalimantan Tengah,0,0,3,2,39
3/29/2020,Kalimantan Timur,0,0,13,0,3
3/29/2020,Kalimantan Utara,0,0,2,0,0
3/29/2020,Kepulauan Riau,0,0,2,1,2
3/29/2020,Lampung,0,0,3,0,0
3/29/2020,Maluku,0,0,1,1,1
3/29/2020,Maluku Utara,0,0,1,0,0
3/29/2020,Papua,2,0,8,1,2
3/29/2020,Papua Barat,0,0,2,1,1
3/29/2020,Riau,1,0,2,0,1
3/29/2020,Sulawesi Barat,0,0,1,0,0
3/29/2020,Sulawesi Selatan,15,0,47,1,5
3/29/2020,Sulawesi Tengah,0,0,2,0,0
3/29/2020,Sulawesi Tenggara,0,0,3,0,0
3/29/2020,Sulawesi Utara,0,0,1,1,5
3/29/2020,Sumatera Barat,0,0,5,0,1
3/29/2020,Sumatera Selatan,0,0,2,2,1
3/29/2020,Sumatera Utara,0,0,1,2,10
3/30/2020,Aceh,0,0,5,0,1
3/30/2020,Bali,9,0,12,2,3
3/30/2020,Banten,22,0,65,25,183
3/30/2020,DKI Jakarta,33,7,364,96,112
3/30/2020,Daerah Istimewa Yogyakarta,2,0,6,2,4
3/30/2020,Jambi,1,0,2,0,4
3/30/2020,Jawa Barat,19,3,152,30,82
3/30/2020,Jawa Tengah,17,1,103,22,24
3/30/2020,Jawa Timur,7,2,116,43,368
3/30/2020,Kalimantan Barat,1,0,8,2,3
3/30/2020,Kalimantan Selatan,5,0,5,0,0
3/30/2020,Kalimantan Tengah,0,0,3,2,39
3/30/2020,Kalimantan Timur,0,0,13,0,3
3/30/2020,Kalimantan Utara,0,0,2,0,0
3/30/2020,Kepulauan Bangka Belitung,1,0,1,0,0
3/30/2020,Kepulauan Riau,2,2,4,3,2
3/30/2020,Lampung,4,1,7,1,0
3/30/2020,Maluku,0,0,1,1,1
3/30/2020,Maluku Utara,0,0,1,0,0
3/30/2020,Papua,0,0,8,1,2
3/30/2020,Papua Barat,0,0,2,1,1
3/30/2020,Riau,1,0,3,0,1
3/30/2020,Sulawesi Barat,0,0,1,0,0
3/30/2020,Sulawesi Selatan,4,2,51,3,5
3/30/2020,Sulawesi Tengah,0,0,2,0,0
3/30/2020,Sulawesi Tenggara,0,0,3,0,0
3/30/2020,Sulawesi Utara,0,0,1,1,5
3/30/2020,Sumatera Barat,3,0,8,0,1
3/30/2020,Sumatera Selatan,0,0,2,2,1
3/30/2020,Sumatera Utara,6,0,7,2,10
3/31/2020,Aceh,0,0,5,0,1
3/31/2020,Bali,0,0,12,2,4
3/31/2020,Banten,14,2,79,27,184
3/31/2020,Bengkulu,1,1,1,1,0
3/31/2020,DKI Jakarta,44,10,408,106,112
3/31/2020,Daerah Istimewa Yogyakarta,5,0,11,2,4
3/31/2020,Jambi,0,0,2,0,4
3/31/2020,Jawa Barat,7,0,159,30,85
3/31/2020,Jawa Tengah,15,2,118,24,24
3/31/2020,Jawa Timur,1,0,117,43,368
3/31/2020,Kalimantan Barat,0,0,8,2,3
3/31/2020,Kalimantan Selatan,2,0,7,0,0
3/31/2020,Kalimantan Tengah,4,0,7,2,41
3/31/2020,Kalimantan Timur,3,1,16,1,3
3/31/2020,Kalimantan Utara,0,0,2,0,0
3/31/2020,Kepulauan Bangka Belitung,1,1,2,1,0
3/31/2020,Kepulauan Riau,1,0,5,3,2
3/31/2020,Lampung,0,1,7,2,0
3/31/2020,Maluku,0,0,1,1,1
3/31/2020,Maluku Utara,0,0,1,0,0
3/31/2020,Nusa Tenggara Barat,2,0,2,0,0
3/31/2020,Papua,1,0,9,1,3
3/31/2020,Papua Barat,0,0,2,1,1
3/31/2020,Riau,0,0,3,0,1
3/31/2020,Sulawesi Barat,0,0,1,0,0
3/31/2020,Sulawesi Selatan,0,1,51,4,5
3/31/2020,Sulawesi Tengah,0,0,2,0,0
3/31/2020,Sulawesi Tenggara,0,0,3,0,0
3/31/2020,Sulawesi Utara,0,0,1,1,5
3/31/2020,Sumatera Barat,0,0,8,0,1
3/31/2020,Sumatera Selatan,3,0,5,2,1
3/31/2020,Sumatera Utara,6,2,13,4,10
4/1/2020,Aceh,0,0,5,0,1
4/1/2020,Bali,6,0,18,2,5
4/1/2020,Banten,12,1,91,28,190
4/1/2020,Bengkulu,0,0,1,1,0
4/1/2020,DKI Jakarta,59,1,467,107,112
4/1/2020,Daerah Istimewa Yogyakarta,6,0,17,2,5
4/1/2020,Jambi,0,0,2,0,4
4/1/2020,Jawa Barat,20,1,179,31,87
4/1/2020,Jawa Tengah,19,8,137,32,40
4/1/2020,Jawa Timur,9,4,126,47,445
4/1/2020,Kalimantan Barat,1,0,9,2,3
4/1/2020,Kalimantan Selatan,0,0,7,0,0
4/1/2020,Kalimantan Tengah,0,0,7,2,41
4/1/2020,Kalimantan Timur,1,0,17,1,3
4/1/2020,Kalimantan Utara,0,0,2,0,0
4/1/2020,Kepulauan Bangka Belitung,0,0,2,1,0
4/1/2020,Kepulauan Riau,0,0,5,3,2
4/1/2020,Lampung,0,0,7,2,0
4/1/2020,Maluku,0,0,1,1,2
4/1/2020,Maluku Utara,0,0,1,0,0
4/1/2020,Nusa Tenggara Barat,2,0,4,0,0
4/1/2020,Papua,0,0,9,1,4
4/1/2020,Papua Barat,0,0,2,1,1
4/1/2020,Riau,0,1,3,1,1
4/1/2020,Sulawesi Barat,0,0,1,0,0
4/1/2020,Sulawesi Selatan,14,0,65,4,5
4/1/2020,Sulawesi Tengah,0,0,2,0,0
4/1/2020,Sulawesi Tenggara,0,0,3,0,0
4/1/2020,Sulawesi Utara,2,0,3,1,5
4/1/2020,Sumatera Barat,0,0,8,0,1
4/1/2020,Sumatera Selatan,0,0,5,2,1
4/1/2020,Sumatera Utara,2,0,15,4,10
4/2/2020,Aceh,0,0,5,0,1
4/2/2020,Bali,0,0,18,2,5
4/2/2020,Banten,6,2,97,30,191
4/2/2020,Bengkulu,0,0,1,1,0
4/2/2020,DKI Jakarta,70,5,537,112,114
4/2/2020,Daerah Istimewa Yogyakarta,0,1,17,3,5
4/2/2020,Jambi,0,0,2,0,4
4/2/2020,Jawa Barat,15,5,194,36,88
4/2/2020,Jawa Tengah,5,2,142,34,42
4/2/2020,Jawa Timur,0,12,126,59,536
4/2/2020,Kalimantan Barat,0,1,9,3,3
4/2/2020,Kalimantan Selatan,0,0,7,0,0
4/2/2020,Kalimantan Tengah,0,0,7,2,41
4/2/2020,Kalimantan Timur,0,0,17,1,3
4/2/2020,Kalimantan Utara,0,0,2,0,0
4/2/2020,Kepulauan Bangka Belitung,0,0,2,1,0
4/2/2020,Kepulauan Riau,2,1,7,4,4
4/2/2020,Lampung,0,0,7,2,0
4/2/2020,Maluku,0,0,1,1,2
4/2/2020,Maluku Utara,0,0,1,0,0
4/2/2020,Nusa Tenggara Barat,0,0,4,0,0
4/2/2020,Papua,0,0,9,1,5
4/2/2020,Papua Barat,0,0,2,1,1
4/2/2020,Riau,4,0,7,1,1
4/2/2020,Sulawesi Barat,0,0,1,0,0
4/2/2020,Sulawesi Selatan,0,2,65,6,9
4/2/2020,Sulawesi Tengah,0,1,2,1,0
4/2/2020,Sulawesi Tenggara,0,0,3,0,0
4/2/2020,Sulawesi Utara,0,0,3,1,5
4/2/2020,Sumatera Barat,0,0,8,0,1
4/2/2020,Sumatera Selatan,6,0,11,2,1
4/2/2020,Sumatera Utara,0,0,15,4,10
4/3/2020,Aceh,0,0,5,0,1
4/3/2020,Bali,3,0,21,2,5
4/3/2020,Banten,4,0,101,30,195
4/3/2020,Bengkulu,1,0,2,1,0
4/3/2020,DKI Jakarta,71,6,608,118,116
4/3/2020,Daerah Istimewa Yogyakarta,0,0,17,3,5
4/3/2020,Jambi,0,0,2,0,4
4/3/2020,Jawa Barat,2,1,196,37,90
4/3/2020,Jawa Tengah,19,1,161,35,47
4/3/2020,Jawa Timur,47,1,173,60,543
4/3/2020,Kalimantan Barat,0,0,9,3,3
4/3/2020,Kalimantan Selatan,0,0,7,0,0
4/3/2020,Kalimantan Tengah,2,0,9,2,41
4/3/2020,Kalimantan Timur,1,0,18,1,3
4/3/2020,Kalimantan Utara,6,0,8,0,0
4/3/2020,Kepulauan Bangka Belitung,0,0,2,1,0
4/3/2020,Kepulauan Riau,2,0,9,4,4
4/3/2020,Lampung,3,1,10,3,0
4/3/2020,Maluku,0,0,1,1,2
4/3/2020,Maluku Utara,0,0,1,0,0
4/3/2020,Nusa Tenggara Barat,0,0,4,0,0
4/3/2020,Papua,6,1,15,2,5
4/3/2020,Papua Barat,0,0,2,1,1
4/3/2020,Riau,3,0,10,1,1
4/3/2020,Sulawesi Barat,1,0,2,0,0
4/3/2020,Sulawesi Selatan,15,0,80,6,9
4/3/2020,Sulawesi Tengah,2,1,4,2,0
4/3/2020,Sulawesi Tenggara,2,0,5,0,0
4/3/2020,Sulawesi Utara,0,0,3,1,5
4/3/2020,Sumatera Barat,0,0,8,0,1
4/3/2020,Sumatera Selatan,1,0,12,2,1
4/3/2020,Sumatera Utara,0,0,15,4,10
4/4/2020,Aceh,0,0,5,0,1
4/4/2020,Bali,5,0,26,2,5
4/4/2020,Banten,3,2,104,32,197
4/4/2020,Bengkulu,0,0,2,1,0
4/4/2020,DKI Jakarta,57,8,665,126,121
4/4/2020,Daerah Istimewa Yogyakarta,5,0,22,3,5
4/4/2020,Jambi,0,0,2,0,4
4/4/2020,Jawa Barat,20,4,216,41,92
4/4/2020,Jawa Tengah,15,1,176,36,50
4/4/2020,Jawa Timur,5,2,178,62,546
4/4/2020,Kalimantan Barat,0,0,9,3,3
4/4/2020,Kalimantan Selatan,0,0,7,0,0
4/4/2020,Kalimantan Tengah,1,0,10,2,43
4/4/2020,Kalimantan Timur,2,0,20,1,4
4/4/2020,Kalimantan Utara,0,0,8,0,0
4/4/2020,Kepulauan Bangka Belitung,0,0,2,1,0
4/4/2020,Kepulauan Riau,0,0,9,4,4
4/4/2020,Lampung,0,0,10,3,0
4/4/2020,Maluku,0,0,1,1,2
4/4/2020,Maluku Utara,0,0,1,0,0
4/4/2020,Nusa Tenggara Barat,0,0,4,0,0
4/4/2020,Papua,2,0,17,2,6
4/4/2020,Papua Barat,0,0,2,1,1
4/4/2020,Riau,0,0,10,1,2
4/4/2020,Sulawesi Barat,0,0,2,0,0
4/4/2020,Sulawesi Selatan,0,2,80,8,14
4/4/2020,Sulawesi Tengah,0,0,4,2,0
4/4/2020,Sulawesi Tenggara,0,0,5,0,1
4/4/2020,Sulawesi Utara,0,1,3,2,5
4/4/2020,Sumatera Barat,0,0,8,0,1
4/4/2020,Sumatera Selatan,0,0,12,2,2
4/4/2020,Sumatera Utara,3,1,18,5,10
4/5/2020,Aceh,0,0,5,0,1
4/5/2020,Bali,5,0,31,2,9
4/5/2020,Banten,4,2,108,34,201
4/5/2020,Bengkulu,0,0,2,1,0
4/5/2020,DKI Jakarta,87,11,752,137,123
4/5/2020,Daerah Istimewa Yogyakarta,1,0,23,3,5
4/5/2020,Jambi,0,0,2,0,4
4/5/2020,Jawa Barat,6,2,222,43,93
4/5/2020,Jawa Tengah,3,0,179,36,50
4/5/2020,Jawa Timur,35,2,213,64,554
4/5/2020,Kalimantan Barat,0,0,9,3,3
4/5/2020,Kalimantan Selatan,8,1,15,1,0
4/5/2020,Kalimantan Tengah,0,0,10,2,43
4/5/2020,Kalimantan Timur,1,0,21,1,4
4/5/2020,Kalimantan Utara,0,0,8,0,0
4/5/2020,Kepulauan Bangka Belitung,0,0,2,1,0
4/5/2020,Kepulauan Riau,1,0,10,4,4
4/5/2020,Lampung,0,0,10,3,0
4/5/2020,Maluku,0,0,1,1,2
4/5/2020,Maluku Utara,0,0,1,0,0
4/5/2020,Nusa Tenggara Barat,0,0,4,0,0
4/5/2020,Papua,8,0,25,2,6
4/5/2020,Papua Barat,0,0,2,1,1
4/5/2020,Riau,1,1,11,2,2
4/5/2020,Sulawesi Barat,0,0,2,0,0
4/5/2020,Sulawesi Selatan,2,2,82,10,25
4/5/2020,Sulawesi Tengah,1,0,5,2,0
4/5/2020,Sulawesi Tenggara,0,0,5,0,1
4/5/2020,Sulawesi Utara,0,0,3,2,5
4/5/2020,Sumatera Barat,0,0,8,0,1
4/5/2020,Sumatera Selatan,4,0,16,2,2
4/5/2020,Sumatera Utara,0,0,18,5,10
4/6/2020,Aceh,0,0,5,0,1
4/6/2020,Bali,7,0,38,2,9
4/6/2020,Banten,11,2,119,36,209
4/6/2020,Bengkulu,0,0,2,1,0
4/6/2020,DKI Jakarta,103,7,855,144,130
4/6/2020,Daerah Istimewa Yogyakarta,3,0,26,3,6
4/6/2020,Jambi,0,0,2,0,4
4/6/2020,Jawa Barat,10,3,232,46,97
4/6/2020,Jawa Tengah,19,5,198,41,51
4/6/2020,Jawa Timur,9,5,222,69,565
